obs,exp
136,136
111,109
132.5,122
127.5,127
132.5,132
143.5,139
96.5,95
130.5,127
126.5,122
107,103
113.5,109
132,123
126,134
117.5,115
125.5,122
134.5,130
119,122
146.5,153
175.5,162
142.5,135
104.5,108
135,129
116.5,111
112.5,114
117.5,113
124,123
120.5,124
121,122
130.25,134
118,121
158,148
143,139
159,152
124,122
110,109
110.5,112
114,115
120.5,120
117.5,107
124,123
114.5,112
145.5,136
135,128
117.5,112
118.5,114
131.5,132
153.5,142
119,120
136,139
125,122
98.5,101
118.5,117
134.5,130
119.5,119
114.5,113
124,123
126,125
121,123
131,131
122,122
120,124
147.5,134
125,129
118.5,123
98.5,103
111.5,104
153.5,146
123.5,123
140,139
102,98
128,133
136,129
121,123
124,125
123,127
124,124
118.5,118
107,108
130,124
100,99
111.5,108
106.5,101
124.5,123
142.5,142
132.5,128
135,145
122,124
122.5,123
123.5,126
161,159
121.5,122
121,124
121.5,122
153.5,149
123,113
144,139
134.5,124
136.5,139
116.5,120
134.5,134
123.5,124
108,114
115.5,116
92.5,98
145.5,142
121,121
116.5,118
119,119
111.5,110
128.5,126
125.5,121
103,106
122.5,122
147.5,142
106,100
118,109
104.5,116
119.5,118
134.5,131
106.75,107
116.5,120
135.5,126
109.5,111
113,111
122,119
162,168
136,131
134,126
120,111.5
134.5,134
142,137
118.5,114
130.5,131
105,103
118,116
126,121
161.5,157
130,126
112,116
120.5,123
130.5,127
152.5,143
122.5,124
152.5,151
122.5,123
122.5,124
120,120
125,121
133,136
126.5,120
148,137
134,136
121,117.5
112.5,105
135,134
132,125
119,117
159.5,145
120,119
130.5,130
131.5,126
152.5,139
123,127
103.5,101
120,121
120,119
112.5,108
133,127
128.5,125
112,109
118,114
120.5,121
107,102
114,115
119.5,119
139,135
144.5,136
124,125
118,120
119,112
116.25,112
104,109
135,134
122.5,123
135.5,130
123.5,126
143,140
128.5,120
119.5,118
153.5,139
116,115
126.5,123
123.5,124
122.5,113
106.5,106
117.5,120
158,151
120.5,118
120.5,120
122,119
122.5,123
120.5,120
124,124
116,110
92.5,89
162.5,161
149.5,143
132.5,126
131.5,122
124,122
100.5,98
125,123
120,119
132,126
116.5,119
122,110
118,112
130,126
118,119
115.5,116
152,145
100,111
126.5,126
118,113
130.5,125
139.5,143
125,130
126,122
154,148
108,103
135.5,132
160.5,152
104,108
113,104
124.5,124
132,127
114.5,109
140.5,137
127.5,124
147.5,147.5
129,126
100.5,106
109.5,112
112.5,102
101.5,101
153.5,163
105.5,103
117.5,116
104.5,104
113.5,115
131,127
122.5,122
132.5,127
144,143
112.5,117
121,121
124,123
133.5,126
139.5,135
155.5,149
108.5,108
123.5,120
121,124
102.5,102
114.5,115
126,124
111.5,108
139,134
126,121
114.5,110
102,101
123,122
160.5,160
153.5,148
92.5,91
176.5,170
161,162
133,127
120.5,119
135.5,138
141,130
160.5,149
115.5,112
117.5,116
104,104
121.5,122
118,121
125,121
122.5,123
134,126
120,120
112.5,113
122,122
122.5,122
118,121
122.5,122
122.5,122
136.5,135
131.5,125
121,121
114.5,118
119.5,119
117.5,106
90.5,95
132,128
135,127
155.5,142
103.5,104
122,126
120,121
131,124
112.5,108
148.5,143
127,123
127,126
128.5,124
126.5,127
120,115
138.5,128
104.5,101
111.5,106
151.5,143
94,89
115.5,112
129.25,125
162.5,163
125.5,133
121.75,124
135,127
126,120
121,116
119.5,119
137,138
130.75,130
128.5,134
145.5,140
128.5,124
133,119
120,114
124,125
130,125
92,92.5
131,123
113.5,111
119,109
141.5,138
136.5,137
136.5,128
117.5,119
118.5,110
132,124
133.5,134
98.5,103
127.5,129
118,119
147,136
119,122
124,122
139,134
134.5,131
132,124
100,103
120,119
142.5,139
152.5,143
126,123
138,134
135.5,126
114,103
120,111
150.5,142
108.5,108
122,124
135.5,136
148,146
119,115
135,134
133.5,130
121,120
127,128
125,121
148.5,137
139.5,142
124,126
122,122
134.5,137
118.5,118
123.5,120
119.5,120
121.5,123
104.5,106
109.5,111
117,113
120,120
176.5,175
111.5,109
123.5,124
126.5,129
155,144
130,127
120.5,122
108.5,103
148.5,153
125,123
121.25,122
123.5,121
114.5,106
122.5,119
174.5,170
125,124
123.5,124
109.5,118
137.5,128
139.5,136
151.5,139
132,127
135.5,127
116.5,116
108,108
105.5,108
146.5,142
139.5,136.5
115,117
108.5,106
108.5,105
91,91
120,121
118.5,120
156,153
108.5,103
133,130
121.5,124
112.5,112
117,115
137.5,127
135.5,132
153,136
152,147
115.5,116
124.5,121
132,126
123,121
107.5,107
114.5,120
136.5,134
126.5,124
114,116
161,159
119.5,120
115,113
135.5,133
121.5,116
118,114
141.5,143
87,87
103.5,99
122,121
104.5,103
144,140
118.5,115
112.5,112
128,127
141.5,127
134.5,132
112,103
135,129
132,131
103.5,104
141.5,136
125,125
125,124
136.5,133
160.5,153
131.5,126
124,125
135,127
106,104
134.5,123
143,136
122,122
120.5,119
119.5,120
101.5,100
148,133
105.5,99
115.5,118
137.5,139
133.5,130
120.5,119
131,130
123,127
120.5,119
117.5,114
143,138
119,116
111.5,117
156,150
131.5,129
170,165
97.5,100
120,121
124,123
125,123
140,136
134.5,127
118.5,119
121,124
150.5,150
107,117
105,103
118.5,119
147,146
161.5,163
122.5,122
125.5,124
116.5,116
111,118
155.5,155
144.5,138
143.5,140
131.5,127
137,134
139.5,140
133,132
119.5,121
122.5,124
123,122
123.5,126
109.5,117
125.5,125
114.5,110
131.5,127
139,136
123.5,123
110.5,108
162,149
126,121
120.5,106
145,137
121,122
116,112
110.5,110
104,105
113,119
125.5,116
137.5,138
108.5,101
156.5,146
127,121
136.5,129
159.5,158
96.5,98
103,104
136.5,134
122,123
152,137
92.5,90
103,103
121.5,119
121,117
160.5,155
121.5,121
120,123
121,104
121.5,122
161.5,163
130,123
135.5,127
100.5,102
114.5,111
114.5,113
114.5,115
166,162
119,116
117.5,112
112.5,115
160,152
122,119
122.5,120
105,113
141,142
121,121
135.5,134
122,123
145,139
123.5,125
122,120
139.5,141
137.5,124
118,117
91.5,92
148,139
117.5,119
118,122
121,120
119,115
106,102
87.5,88
130.5,124
119,122
123.5,124
116.5,122
122,124
108,110
130,122
122.5,119
149.5,142
130,126
123.5,121
122.5,120
126.5,127
142.5,139
118,118
122,125
126,123
110.5,112
134,131
116.5,111
120.5,119
103.5,103
120,121
114.5,108
137,137
127.5,125
121.5,120
139,136
135.5,130
105,104
136,136
147.5,137
135.5,132
115,115
90.5,87
122.5,121
119,120
90.5,91
122,123
122.5,121
152.5,145
122.5,121
119,118
119,119
126,120
124,117
160,149
136.5,132
122,122
105.5,98
118,113
127,124
111.5,111
107.5,106
119,112
123,122
122,123
132,127
110,108
114.5,112
122,122
143.5,143
127.5,124
134,129
121.5,121
120,118
114.5,109
132,128
120.5,123
149.5,147
140,134
120,123
135.5,127
144.5,134
122.5,121
132,136
145.5,144
120.5,127
119,121
132,127
109.5,109
118,121
159,152
120.5,120
122.5,122
108.5,111
117.5,112
125.5,126
160.5,159
125.5,122
121,122
123.5,122
123,126
120,117
155,149
161.75,162
114.5,110
122,121
104,100
124,123
122,120
120,115
122,124
110,108
108.5,109
123,123
127.5,124
106,111
122,121
126,126
128.5,121
144,139
133,129
138.5,132
119,122
116,117
123.5,126
119.5,121
121.5,125
135,128
130,126
154.5,127
111.5,103
134,139
138,130
138.5,136
150.5,142
119.75,120
123.5,123
123.5,122
154,155
117,115
132.5,130
122.5,121
136.5,137
114.5,118
126.5,121
131,127
118,116
119.5,118
119.5,121
120.5,122
111.5,106
122,119
106,100
111,112
139.5,134
131.5,127
155.5,144
121.5,120
122,119
137,140
114.5,118
130.5,127
101.5,102
148.5,138
121.5,120
147,142
114.5,113
157,152
148.5,144
159,154
120,121
123.5,124
141.5,133
122,114
109.5,103
124.5,125
112.5,119
122.5,120
114.5,118
124.5,125
124,126
108.5,108
132.5,126
131.5,130
121,119
112,111
84.5,88
111.5,111
132,119
131.5,124
108.5,109
133,125
109,100
128,126
141,139
134.5,134
135.5,128
83.5,86
124,123
157,149
138,137
122,122
125,123
116.5,108
142.5,140
141,136
119.5,122
148.5,150
139,140
132,124
121.5,121
135.75,137
100,102
130.5,131
136.5,128
123,124
111.5,111
131.5,128
109.5,118
105.5,101
118,116
110.5,120
141,139
112.5,103
160.5,151
120,122
119.5,118
118.5,118
111.5,108
106,103
140,138
121.5,116
134.5,133
104,91
89,95
154,145
119.5,113
120.5,120
148,143
141.5,134
154.5,139
137.5,135
123,123
121.5,121
121.5,123
128.5,126
85.5,86
137,144
94,94
117.5,116
131,127
119.5,122
132.5,129
118.5,120
137,139
117.5,117
117.5,115
116,106
104,99
126,126
143.5,134
107.5,104
137,136
105,101
123.5,120
120.5,121
126,122
135.5,130
158.5,149
119.5,120
118.5,118
135.5,141
89.5,91
116.5,116
125.5,121
128.5,126
158.5,141
135,134
119.5,118
125,126
108.5,107
115.5,110
104.5,103
147.5,129
126.5,124
133,130
124.5,126
123.5,119
87.5,88
126,124
136.5,130
120,121
114.5,104
152,155
134,129
135.5,131
124.5,122
120.5,118
159,143
126,123
142.5,133
98,101
119,119
118.5,116
132.5,127
135.5,133
122.5,123
132.5,134
122.5,122
136.5,127
113.5,106
136.5,134
124,127
114.5,113
123.5,122
129,124
118,117
147.5,138
120.5,120
124,119
163.5,157
147.5,141
146.5,137
126,118
122.5,122
110,106
126,122
103.5,100
137.5,137
131.5,128
114.5,108.5
132.5,135
131,126
119,119
121.5,124
123.5,123
147.5,144
139,137
128,128
125,121
160,149
132,127
129.5,130
126,123
131.5,124
123,123
95.5,98
115.5,116
127,125
137.5,129
153.5,133
116.5,119
151,146
122,120
122,124
120,118
135.5,127
126.5,127
126,125
118.5,113
135.5,136
137.5,142
138,128
134.5,137
159,155
121,116
116,113
97.5,97
121.5,119
128,125
118,121
134,122
115,108
133.5,137
132,127
119.5,119
100.5,101
135,135
115,116
118.5,123
124,126
110,111
125,124
133,132
114.5,115
115.5,111
107,103
130.5,133
100,98
140.5,144
136,124
141,143
134,140
102.5,101
118.5,119
116.5,108
112,114
111.5,107
122.5,124
118.5,119
124,123
131.5,125
100,99
118.5,118
122,121
124,121
114,115
124,124
128,121
135.5,134
135,131
109.5,109
135,127
118,118
121.5,119
140.5,133
116.5,116
159,149
122,123
110.5,111
134,137
134.5,128
139,135
117.5,120
140,137
117.5,119
127.5,124
127.5,130
132.5,133
120.5,120
114.25,115
122,122
139.5,137
161,144
148.25,146
117.5,111
135,130
118.5,114
113.5,104
119.5,121
152.5,149
108.5,120
112.5,111
154.5,142
152.5,140
123.5,128
111.5,107
117,118
125.25,125
112,103
120,120
136.5,136
157.5,155
136.5,127
130.5,126
130.5,130
102.5,103
106,108
116.5,119
129,122
140.5,131
134,127
153,145
129.5,124
117,124
123,120
122,123
135,125
134,132
137.5,139
113.5,115
88,88
118,115
132.5,126
130.5,128
134.5,125
139.75,140
130,128
117.5,111
124.5,126
120.5,123
122.5,127
115.5,112
107.5,108
108.5,104
113,109
124,124
136.5,134
162,161
100.5,102
153.5,145
149.5,153
173.5,162
117.5,110
123.5,127
119,119
151,151
114,113
108.5,109
146.5,140
108.5,109
119,124
104.5,104
164,164
119.5,122
103.5,102
136.25,132
122.5,122
159,140
134,129
143,139
134.5,125
131.5,124
109,109
99.5,100
127.5,126
143,140
117.5,112
123,122
106.5,105
129,131
118.5,115
133,128
114.5,108
140.5,136
124,123
120,124
121.5,121
134.5,127
126.5,122
155,146
121.5,109
108.5,107
117,120
132,134
119.5,120
139,136
109.5,98
97.5,99
112.5,110
121,121
133,133
159.5,155
132,124
136,134
122.5,122
132.5,125
128.5,122
123,125
125,123
109,113
135,132
123.5,125
120,124
116,111
151.5,144
107.5,106
140.5,137
162,159
149.5,139
125,121
139.5,135
160.5,146
131.5,128
104.5,101
126.5,120
122,119
123.5,123
93.5,93
121,116
118.5,118
104,103
139,127
133,129
120,117
125.5,136
110,107
143,139
143,132
118,120
128.5,127
117,115
125,123
123,119
118,115
122,123
157.5,141
128.5,125
139.5,142
122.5,123
117.5,116
122,124
132.5,127
122,124
148,135
113,108
140.5,137
133,121
120,112
140,126
154,153
126.5,125
133.5,135
138,136
162.5,162
99,97
107.5,107
137.5,134
125,120
101,98
117.5,118
138.5,138
112.5,113
159,157
134.5,134
114.5,106
136.5,134
132,132.5
142,143
128.5,135
129.5,126
136.5,129
133.5,132
146,134
137,141
141.5,132
112,102
113.5,118
162.25,156
122.5,125
121,121
123.5,116
153.5,144
112.5,107
121.5,115
116.5,108
148.5,147
121.5,116.5
136.5,133
158,147
122,122
122,120
131.5,126
117.5,120
158,157
135.5,125
116.5,111
102.5,104
138.5,136
142.5,147
117.5,118
108.5,113
105,110
115.5,119
159,157
120,118
135,128
103.5,110
132,135
120.5,123
106.5,106
125,120
112.5,109
122.5,126
121,120
107.75,111
99.5,100
125,123
120.5,122
123,127
126.5,127
132,125
116.5,119
123.5,124
107,104
145,137
117.5,110
124,127
147.5,142
96.5,100
107.5,110
119.5,121
103,101
114.5,113
123.5,125
141.5,144
138,128
119,118
131,129
153.5,139
119,119
126,124
131,122
147.5,137
102,100
112,113
122,122
102.5,102
123.5,122
125,124
142.5,136
135.5,134
98.5,103
142.5,134
144.5,135
106,106
118,119
117.5,115
129,128
110,106
119.5,119
120.5,117
120.5,121
116.5,119
126.5,124
147.5,146
153.5,142
158.5,155
131.5,128
119.5,119
160.5,160
134,129
130.5,132
120,121
118,110
139.5,130
131.5,123
132,126
119.5,119
148,151
125,124
129,123
115.5,110
129,131
126,126
129.5,127
152,157
126.5,121
99,103
147.5,143
111,110
118,115
120,119
137,136
136.5,130
100.5,101
130.5,130
117.5,114
114.5,114
122,122
119,118
90.5,94
139,133
105.5,103
111.5,117
118.5,120
118,121
126.5,126
140.5,148
104.5,103
122,112
113.5,108
122,114
155,137
105,102
130.5,125
121.5,122
121.75,117
160,151
132,124
124,121
121,119
119.5,118
117.5,115
121.5,125
120.5,122
122,123
133.5,127
117.5,113
122.5,121
128,128
94.5,97
122,121
114.5,115
119,115
122.25,122
120,119
122.5,122
131.5,129
151,147
125,123
124,127
122.5,120
136.5,134
117.5,112
126,127
117,111
131.5,134
143,138
116,115
120,122
119,118
122,121
130,127
127,120
120.5,122
118,117
123,125
118,110
151.25,150
120,119
114.5,106
149,138
159.5,150
115,115
134,126
161,158
160.5,158
134.5,130
111.5,119
139.5,131
136.5,131
164.5,162
137.5,136
134.5,135
114,117
141.5,129
125.5,127
141.5,138
126.5,127
137,134
123,125
116,119
123.5,126
123.5,121
131.5,128
134,135
132,130
113,107
121,121
178.5,165
159.5,155
156,137
116.5,111
115.5,109
113.5,115
125,122
135,128
105.5,102
144,136
131,126
122,122
115,116
139,137
157.5,148
114,112
135.5,127
121.5,125
107,101
127.5,125
104,100
135.5,135
116.5,116.5
114.5,119
138.5,151
120,116
122,124
140.5,137
117.5,122
121,120
127,127
119.5,123
119,118
160.5,147
140.5,137
131,130
137.5,139
110,99
121,120
111.5,107
122.5,119
117,116
143.5,137
122.5,126
129,126
103,101
160,146
114.5,115
131.5,130
162.5,161
118.5,120
118.5,122
106.5,103
118.5,113
117.5,120
120,121
135,139
111.5,104
139.25,137
153,153
122.5,123
133,127
136.5,125
143,138
106,103
114.5,113
106,112
114,114
148,136
115.5,116
122.5,122
122.5,121
102.5,98
136.5,129
175.5,162
123.5,123
132.5,131
134,125
117.5,121
126,124
106.5,103
110.5,103
129.5,127
122,119
132.5,126
116.5,122
114.5,107
141,132
127.25,122
138.5,136
106.5,99
148,139
117,107
128.5,126
152.5,152
135.5,134
148.5,142
109,110
118,121
131.5,129
125,125
111,107
153.5,144
145.5,132
119.5,118
122,125
134,125
121.5,123
153.5,146
168,162
120,120
121.5,122
124,124
136.5,133
118.5,121
163,145
106,104
128.5,127
158,137
128.5,119
135.5,136
113.5,121
93.5,97
121.5,123
129,130
148,136
107,106
140.5,136
116,119
98,101
134,128
117.5,117
137,140
114.5,109
103.5,107
119,119
116.5,113
123.5,124
123.5,123
121.5,122
118,111
119,121
159,161
151.5,145
141.25,141
105.5,101
122,126
113.5,108
136.5,143
127,124
119,117
130.5,129
117.5,119
128.5,139
118.5,118
139,131
121,122
162,159
100.5,102
132,128
103,102
155.5,138
146,141
130.5,122
122.5,123
116,115
128.5,124
114.5,103
114.5,113
119,119
122,118
120,122
118,119
122,120
122.5,125
121.5,125
105.5,109
113.5,113
135.5,127
115,119
121.5,122
135,135
112.5,113
135,131
152,146
121,121
116.5,116
117.5,115
119,115
114,111
94.5,94
118.5,113
109.5,114
114.5,110
119,122
124,123
119.5,119
144,144
126,125
137,129
114.5,112
160,153
139,135
129.5,125
132.5,122
124,126
121.5,124
116.5,120
122,119
107.5,100.5
138,125
115.5,116
119,119
132.5,126
128.5,128
134,132
148,151
117.5,114
110.5,104
127,120
145,141
141,136
150.5,138
148,143
118.5,109
105.5,98
120.5,121
153.5,145
126,124
120.75,120
114.5,122
149.5,152
116,111
117,119
129.5,126
107.5,103
118,120
128.5,125
97,96
125,122
119.5,122
100,103
97.5,97
139.5,137
133,132
148.5,145
130,123
121.5,122
155.5,145
129,129
134.5,136
140.5,145
151.5,134
89.5,90
120,122
146.5,127
119,121
148.5,140
153.5,148
122,123
116.5,121
89.5,91
135.5,123
104,104
117.5,116
131.5,127
124,126
120.5,121
122.5,122
125,125
142,138
120,120
153.5,137
145.5,134
101,106
120.5,120
123,121
107.5,106
122,122
122,115
118.5,120
101.5,107
129.5,132
107,109
113.5,111
116.5,120
122.5,122
117.5,118
137,146
136.5,141
121,120
132.5,139
136.5,122
96.5,99
101,98
155.5,149
135.5,128
117.5,116
137,134
131.5,127
120,120
120.5,120
118.5,121
120.5,120
121,121
134.5,132
158.5,143
125,124
135.5,127
118.5,114
119,116
111.5,113
119,120
122.5,121
121.5,122
112,108
106.5,101
104.5,103
115.5,111
113.5,104
145,140
125,123
107,106
117.5,113
109.5,109
135.5,128
123,124
139.5,131
119.5,121
134,130
112.5,113
128.5,130
118.5,111
125,123
93.5,95
130.5,125
121,121
120,118
122,106
164,167
131,134
122.5,124
109.5,117
131.5,124
119,119
119,119
161,141
100,103
126.5,128
123,120
115.5,116
119,118
152,142
121,122
138.5,131
118,114
117.5,117
132,126
103.5,103
140.5,134
134,134
99,103
123,117
119,115
119.5,117
138.5,143
112,117
119.25,108
125,126
119,114
102.5,99
136.5,130
124,124
120.5,120
153,140
122,121
122,120
123,122
126.5,125
135.5,136
132,127
154,151
118,117
121.5,118
135,126
130.5,127
111.5,109
124.5,127
121,122
117.5,118
122.5,124
143,139
122,122
118,120
124,124
125,124
122,122
122.5,119
119.5,115
132.5,124
117.5,123
133,127
132,126
114.5,121
110,116
115.5,103
118,117
169,159
160.5,150
126,124
156,139
122,124
142.5,136
96,93
111.5,104
130,126
115,112
94,96
139.5,131
117.5,115
105.5,108
121.5,121
122.5,118
122,124
126.5,117
142.5,140
97,103
135,126
121.5,123
121.5,121
123,124
132.5,130
121.5,121
121.5,119
110,110
103,108
105,104
119.5,120
117.5,114.5
122,122
135.5,135
139.5,137
